equipamento,faixa,observacoes,baixa_ate30,dias_com_dados,perc_ate30,dias_analisados,dias_baixa_velocidade,perc_dias_baixa,velocidade_media_estimada,equipamento_historico,id_numerico,local_instalacao,sentido_fiscalizacao,latitude,longitude,faixas_fiscalizadas,velocidade_fiscalizada,vmd,localizado,hora_pico,perc_ate30_no_pico,perc_dias_criticos_no_pico
CTTU-9481,B,712583.0,77066.0,84,10.815020846694349,84,0,0.0,34.90172262568852,CTTU-9481,9481,"AV. ENG. JOSÂ ESTELITA, PRÃ XIMO A RUA DR. GEORGE LATACHE",CENTRO,-8.075645,-34.887832,3.0,40 Km/h,23200.0,True,18.0,13.924967499582857,1.2048192771084338
CTTU-9463,D,448192.0,48452.0,235,10.810545480508353,235,0,0.0,39.35863967799227,CTTU-9463,9463,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1800",OLINDA,-8.043165,-34.885864,4.0,60 Km/h,45700.0,True,3.0,32.63346021093817,36.54822335025381
CTTU-9472,A,1906770.0,205450.0,227,10.77476570325734,227,6,2.643171806167401,41.99868783059904,CTTU-9472,9472,"AV. MAL. MASCARENHAS DE MORAES, N. 2686",SUBÃ©RBIO,-8.1059586,-34.9114179,4.0,60 Km/h,33200.0,True,4.0,16.561424322135657,6.8807339449541285
CTTU-9481,A,285811.0,29799.0,84,10.426120758123375,84,0,0.0,34.660649870019,CTTU-9481,9481,"AV. ENG. JOSÂ ESTELITA, PRÃ XIMO A RUA DR. GEORGE LATACHE",CENTRO,-8.075645,-34.887832,3.0,40 Km/h,23200.0,True,2.0,32.47602486252162,31.25
CTTU-9448,B,3756153.0,385940.0,232,10.274874319549816,232,0,0.0,40.6607805724013,CTTU-9448,9448,"PRACA GOV. PAULO GUERRA, PROX. AO SEMAFORO 662",SUBURBIO,-8.0800835,-34.8921567,3.0,60 Km/h,42500.0,True,17.0,25.525602605731006,11.312217194570136
CTTU-9469,A,1733255.0,177592.0,225,10.246155355097779,225,0,0.0,37.33015338193168,CTTU-9469,9469,"AV. BEBERIBE SANTA CRUZ FUTEBOL CLUBE, ENTRE O N. 4093 E 4035",CENTRO,-8.0051381,-34.8934414,2.0,50 Km/h,9659.0,True,4.0,15.034523680953845,0.0
CTTU-9473,C,2057346.0,197408.0,228,9.595274688846699,228,1,0.43859649122807015,42.40005162012835,CTTU-9473,9473,"AV. MAL. MASCARENHAS DE MORAES, N. 2557",CENTRO,-8.1067792,-34.9113295,4.0,60 Km/h,36900.0,True,18.0,27.10298505103158,17.77777777777778
CTTU-9453,B,3049594.0,280986.0,235,9.213882241373769,235,0,0.0,41.94930866207108,CTTU-9453,9453,"AV. SATURNINO DE BRITO, ENTRE O N. 384 E 478",SUBURBIO,-8.0795892,-34.8927619,3.0,60 Km/h,36300.0,True,17.0,41.76347624611848,48.4304932735426
CTTU-9479,C,493435.0,44083.0,92,8.933902135032982,92,0,0.0,38.71575762365964,CTTU-9479,9479,"AV. PRESIDENTE DUTRA, APOS O N. 180",CEASA,-8.121656,-34.91803,3.0,50 Km/h,43200.0,True,18.0,22.851130349715856,5.747126436781609
CTTU-9455,A,3463204.0,298951.0,236,8.632208787007638,236,0,0.0,37.19509737225991,CTTU-9455,9455,"AV. BEBERIBE SANTA CRUZ FUTEBOL CLUBE, 2960",SUBURBIO,-8.0129248,-34.8894324,2.0,50 Km/h,23300.0,True,18.0,18.916709668757054,2.242152466367713
CTTU-9468,B,541546.0,46691.0,222,8.621797594294852,222,0,0.0,37.99287595144272,CTTU-9468,9468,"AV. BEBERIBE SANTA CRUZ FUTEBOL CLUBE, ENTRE O N. 3724 E 3878",SUBÃ©RBIO,-8.0062039,-34.8917207,2.0,50 Km/h,7600.0,True,7.0,11.75414396122156,0.0
CTTU-9464,B,3216457.0,276522.0,236,8.597099230613063,236,0,0.0,40.23156925376642,CTTU-9464,9464,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1470",DERBY,-8.041536,-34.883278,4.0,60 Km/h,44100.0,True,8.0,18.790956614499596,12.10762331838565
CTTU-9476,A,914548.0,77569.0,106,8.481676194141805,106,0,0.0,38.12415736418597,CTTU-9476,9476,"AV. DR. JOSÂ RUFINO, LADO OPOSTO AO N. 3625",SUBURBIO,-8.0902019,-34.95470157,2.0,50 Km/h,10900.0,True,18.0,23.361594672642834,9.615384615384617
CTTU-9473,B,2843192.0,230856.0,228,8.119606414199252,228,3,1.3157894736842104,43.05804672128668,CTTU-9473,9473,"AV. MAL. MASCARENHAS DE MORAES, N. 2557",CENTRO,-8.1067792,-34.9113295,4.0,60 Km/h,36900.0,True,18.0,25.90139946704691,15.555555555555555
CTTU-9467,A,2177819.0,175272.0,212,8.048051743510365,212,0,0.0,44.20467225091078,CTTU-9467,9467,"AV. MAL. MASCARENHAS DE MORAES, EM FRENTE AEROPORTO",PRAZERES,-8.13106,-34.916159,4.0,60 Km/h,44500.0,True,17.0,22.061683157998935,11.616161616161616
CTTU-9463,A,2569204.0,188760.0,236,7.347022657601343,236,0,0.0,40.071444335072,CTTU-9463,9463,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1800",OLINDA,-8.043165,-34.885864,4.0,60 Km/h,45700.0,True,17.0,27.82320569401519,18.385650224215247
CTTU-9463,C,3015913.0,219563.0,236,7.280150322638618,236,0,0.0,40.222770102262466,CTTU-9463,9463,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1800",OLINDA,-8.043165,-34.885864,4.0,60 Km/h,45700.0,True,17.0,25.713291009095855,14.798206278026907
CTTU-9463,B,3351984.0,239511.0,236,7.145350335801126,236,0,0.0,40.54851193432875,CTTU-9463,9463,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1800",OLINDA,-8.043165,-34.885864,4.0,60 Km/h,45700.0,True,17.0,24.964469799266897,12.556053811659194
CTTU-9467,B,2830979.0,196700.0,212,6.94812642552276,212,0,0.0,44.06897552973459,CTTU-9467,9467,"AV. MAL. MASCARENHAS DE MORAES, EM FRENTE AEROPORTO",PRAZERES,-8.13106,-34.916159,4.0,60 Km/h,44500.0,True,17.0,23.768535539638957,13.131313131313133
CTTU-9471,C,2064617.0,142032.0,229,6.87933887980192,229,0,0.0,44.29376489508051,CTTU-9471,9471,"AV. MAL. MASCARENHAS DE MORAES, N. 1413",CENTRO,-8.0947039,-34.9091814,4.0,60 Km/h,33600.0,True,9.0,19.39957284241319,16.587677725118482
CTTU-9442,B,2237057.0,143006.0,232,6.392595271376635,232,32,13.793103448275861,42.78686465377587,CTTU-9442,9442,"AV. BOA VIAGEM, ENTRE O N. 2080 E 1906",-,-8.1078431,-34.8881609,3.0,60 Km/h,24400.0,True,17.0,17.796752815386288,14.61187214611872
CTTU-9464,A,2474222.0,144602.0,236,5.844342181097735,236,0,0.0,40.88818056269024,CTTU-9464,9464,"AV. GOV. AGAMENON MAGALHAES, LADO OPOSTO AO N. 1470",DERBY,-8.041536,-34.883278,4.0,60 Km/h,44100.0,True,8.0,14.692218108653224,9.417040358744394
CTTU-9440,B,3816198.0,218521.0,230,5.726144188535291,230,0,0.0,38.86263238961919,CTTU-9440,9440,"AV. ENG. JOSÂ ESTELITA, APÃ S PTE. AGAMENON MAGALHAES",DERBY,-8.0807628,-34.8912129,2.0,60 Km/h,42600.0,True,5.0,28.97720500504402,28.431372549019606
CTTU-9472,B,2145263.0,121481.0,227,5.662755568897613,227,1,0.4405286343612335,43.51682347067727,CTTU-9472,9472,"AV. MAL. MASCARENHAS DE MORAES, N. 2686",SUBÃ©RBIO,-8.1059586,-34.9114179,4.0,60 Km/h,33200.0,True,17.0,15.285141342721063,9.821428571428571
CTTU-9471,A,1749375.0,97651.0,229,5.58205073240443,229,0,0.0,45.200816528120605,CTTU-9471,9471,"AV. MAL. MASCARENHAS DE MORAES, N. 1413",CENTRO,-8.0947039,-34.9091814,4.0,60 Km/h,33600.0,True,18.0,15.510382712657343,12.264150943396226
CTTU-9444,C,502897.0,26618.0,236,5.292932747660058,236,0,0.0,45.71891460875686,CTTU-9444,9444,"AV. CELSO FURTADO KM 1,5",CENTRO,-8.098984,-34.8902551,3.0,60 Km/h,33100.0,True,4.0,25.02210535045529,24.761904761904763
CTTU-9471,B,2571103.0,111969.0,229,4.354901378902362,229,0,0.0,45.57444837211039,CTTU-9471,9471,"AV. MAL. MASCARENHAS DE MORAES, N. 1413",CENTRO,-8.0947039,-34.9091814,4.0,60 Km/h,33600.0,True,18.0,14.601074550548821,10.849056603773585
CTTU-9480,B,1308508.0,56757.0,96,4.337535574868476,96,0,0.0,39.677025649334276,CTTU-9480,9480,"AV. PRESIDENTE DUTRA, N. 91",BOA VIAGEM,-8.121783,-34.918223,3.0,50 Km/h,32900.0,True,18.0,9.961239858059075,0.0
CTTU-9479,A,1041812.0,42788.0,92,4.107074980898665,92,0,0.0,40.22698083904297,CTTU-9479,9479,"AV. PRESIDENTE DUTRA, APOS O N. 180",CEASA,-8.121656,-34.91803,3.0,50 Km/h,43200.0,True,18.0,10.976554047486449,3.4090909090909087
CTTU-9479,B,1348642.0,51684.0,92,3.8322994538209545,92,0,0.0,40.26593267744911,CTTU-9479,9479,"AV. PRESIDENTE DUTRA, APOS O N. 180",CEASA,-8.121656,-34.91803,3.0,50 Km/h,43200.0,True,18.0,15.128019040851605,3.4090909090909087
CTTU-9475,A,1402834.0,51308.0,108,3.6574534121642333,108,0,0.0,39.2890769073942,CTTU-9475,9475,"AV. DR. JOSÂ RUFINO, APÃ S O N. 3775",CENTRO,-8.090489,-34.955414,2.0,50 Km/h,9800.0,True,7.0,7.856833409071026,1.8691588785046727
CTTU-9439,A,4002582.0,142360.0,227,3.5567041474728063,227,0,0.0,39.89078916368671,CTTU-9439,9439,"AV. ENG. JOSÂ ESTELITA, APÃ S PTE. AGAMENON MAGALHAES",DERBY,-8.0807628,-34.8912129,2.0,60 Km/h,40500.0,True,18.0,9.2326913644725,4.739336492890995
CTTU-9482,C,1472361.0,52033.0,96,3.5339838531447114,96,0,0.0,43.08860924561518,CTTU-9482,9482,"VIADUTO PAPA JOÃO PAULO II, S/N",BOA VIAGEM,-8.0702082,-34.896352,4.0,60 Km/h,34700.0,True,18.0,10.962302170493118,5.208333333333334
CTTU-9483,C,1014094.0,31431.0,96,3.0994168193481078,96,0,0.0,47.638182826053075,CTTU-9483,9483,"VIADUTO PAPA JOÃO PAULO II, S/N",OLINDA,-8.070348,-34.896009,4.0,60 Km/h,24900.0,True,7.0,8.413593482929409,3.125
CTTU-9480,A,1274307.0,38159.0,96,2.9944903386703516,96,0,0.0,39.91922535443378,CTTU-9480,9480,"AV. PRESIDENTE DUTRA, N. 91",BOA VIAGEM,-8.121783,-34.918223,3.0,50 Km/h,32900.0,True,18.0,6.17086851848666,0.0
CTTU-9445,A,3532795.0,105231.0,232,2.978689677719766,232,0,0.0,48.31109968795148,CTTU-9445,9445,"AV. CELSO FURTADO KM 2,4",SUBURBIO,-8.1054086,-34.8919144,3.0,60 Km/h,40800.0,True,17.0,15.930685262056269,5.045871559633028
CTTU-9483,A,1211188.0,35796.0,96,2.9554453974114674,96,0,0.0,48.04689647997741,CTTU-9483,9483,"VIADUTO PAPA JOÃO PAULO II, S/N",OLINDA,-8.070348,-34.896009,4.0,60 Km/h,24900.0,True,7.0,8.394592882691308,4.166666666666666
CTTU-9445,B,3836465.0,112441.0,232,2.9308491019727794,232,0,0.0,47.30333492421006,CTTU-9445,9445,"AV. CELSO FURTADO KM 2,4",SUBURBIO,-8.1054086,-34.8919144,3.0,60 Km/h,40800.0,True,17.0,15.724714998307793,4.587155963302752
CTTU-9470,A,1881648.0,52022.0,235,2.7647041316973207,235,0,0.0,47.681807673604744,CTTU-9470,9470,"AV. MAL. MASCARENHAS DE MORAES, ENTRE O N. 1200 E 1268",SUBÃ©RBIO,-8.0938208,-34.9092268,4.0,60 Km/h,29400.0,True,6.0,6.500192726860133,2.262443438914027
CTTU-9468,A,1223611.0,32106.0,222,2.6238731099998285,222,0,0.0,40.17548497927034,CTTU-9468,9468,"AV. BEBERIBE SANTA CRUZ FUTEBOL CLUBE, ENTRE O N. 3724 E 3878",SUBÃ©RBIO,-8.0062039,-34.8917207,2.0,50 Km/h,7600.0,True,18.0,4.161188650824323,0.0
CTTU-9440,A,4284040.0,108468.0,230,2.531909132501097,230,0,0.0,40.50335092654385,CTTU-9440,9440,"AV. ENG. JOSÂ ESTELITA, APÃ S PTE. AGAMENON MAGALHAES",DERBY,-8.0807628,-34.8912129,2.0,60 Km/h,42600.0,True,18.0,5.836009468296335,1.8957345971563981
CTTU-9446,C,358602.0,8362.0,234,2.3318330628384674,234,0,0.0,46.97221432116943,CTTU-9446,9446,"AV. CELSO FURTADO KM 2,5",CENTRO,-8.1058233,-34.8921292,3.0,60 Km/h,27600.0,True,4.0,48.01391897586401,56.060606060606055
CTTU-9483,B,1451025.0,31309.0,96,2.157716097241605,96,0,0.0,48.319173602935706,CTTU-9483,9483,"VIADUTO PAPA JOÃO PAULO II, S/N",OLINDA,-8.070348,-34.896009,4.0,60 Km/h,24900.0,True,7.0,8.510290950560996,4.166666666666666
CTTU-9450,B,3078395.0,63676.0,235,2.0684804906452876,235,0,0.0,45.27177184444731,CTTU-9450,9450,"AV. REPUBLICA DO LIBANO, N. 115 - PINA",SUBURBIO,-8.0415362,-34.8832782,3.0,60 Km/h,37900.0,True,17.0,9.142702307752018,3.153153153153153
CTTU-9439,B,4053427.0,76718.0,227,1.8926700789233406,227,0,0.0,40.71207559039578,CTTU-9439,9439,"AV. ENG. JOSÂ ESTELITA, APÃ S PTE. AGAMENON MAGALHAES",DERBY,-8.0807628,-34.8912129,2.0,60 Km/h,40500.0,True,18.0,6.656371769089689,4.265402843601896
CTTU-9450,C,2513781.0,47205.0,235,1.8778485476658466,235,0,0.0,46.28520548958798,CTTU-9450,9450,"AV. REPUBLICA DO LIBANO, N. 115 - PINA",SUBURBIO,-8.0415362,-34.8832782,3.0,60 Km/h,37900.0,True,17.0,7.429878197215021,3.153153153153153
CTTU-9482,A,1544320.0,27633.0,96,1.789331226688769,96,0,0.0,45.82698382478076,CTTU-9482,9482,"VIADUTO PAPA JOÃO PAULO II, S/N",BOA VIAGEM,-8.0702082,-34.896352,4.0,60 Km/h,34700.0,True,18.0,5.552969887224969,4.166666666666666
CTTU-9470,C,1958021.0,32385.0,235,1.6539659176280541,235,0,0.0,45.229417890407504,CTTU-9470,9470,"AV. MAL. MASCARENHAS DE MORAES, ENTRE O N. 1200 E 1268",SUBÃ©RBIO,-8.0938208,-34.9092268,4.0,60 Km/h,29400.0,True,9.0,4.864506296562568,2.2522522522522523
CTTU-9482,B,1801663.0,28667.0,96,1.5911410735526013,96,0,0.0,45.205043151203505,CTTU-9482,9482,"VIADUTO PAPA JOÃO PAULO II, S/N",BOA VIAGEM,-8.0702082,-34.896352,4.0,60 Km/h,34700.0,True,18.0,6.440816066555858,4.166666666666666
CTTU-9444,A,3064765.0,28834.0,236,0.9408225426745607,236,0,0.0,49.06417784071536,CTTU-9444,9444,"AV. CELSO FURTADO KM 1,5",CENTRO,-8.098984,-34.8902551,3.0,60 Km/h,33100.0,True,8.0,5.836725259019753,4.587155963302752
CTTU-9444,B,3431682.0,29650.0,236,0.8640077955941138,236,0,0.0,47.27500974740666,CTTU-9444,9444,"AV. CELSO FURTADO KM 1,5",CENTRO,-8.098984,-34.8902551,3.0,60 Km/h,33100.0,True,8.0,6.176130772449424,4.587155963302752
CTTU-9470,B,2212595.0,16196.0,235,0.7319911687407772,235,0,0.0,47.6341817708491,CTTU-9470,9470,"AV. MAL. MASCARENHAS DE MORAES, ENTRE O N. 1200 E 1268",SUBÃ©RBIO,-8.0938208,-34.9092268,4.0,60 Km/h,29400.0,True,7.0,3.145998362516641,1.8018018018018018
CTTU-9446,A,2768692.0,11344.0,234,0.4097241585557368,234,0,0.0,49.06624499944378,CTTU-9446,9446,"AV. CELSO FURTADO KM 2,5",CENTRO,-8.1058233,-34.8921292,3.0,60 Km/h,27600.0,True,4.0,3.9912356004608633,0.0
CTTU-9446,B,3370912.0,10331.0,234,0.30647492429348494,234,0,0.0,47.50649972470358,CTTU-9446,9446,"AV. CELSO FURTADO KM 2,5",CENTRO,-8.1058233,-34.8921292,3.0,60 Km/h,27600.0,True,21.0,2.56760899481301,2.7649769585253456
